what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1698196731001
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698196732888
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.toggle.comment",1698196737432
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1698196745348
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698196749023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698196763066
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1698196763103
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1698196763130
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1698196764948
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698196768211
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1698196771244
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1698196771245
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1698196771249
started,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1698196771255
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1698196771263
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1698196772681
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1698196772694
started,bundle,org.eclipse.dltk.core.manipulation,3.0.0.v20110609-1525,"org.eclipse.dltk.core.manipulation",1698196772733
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1698196772739
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1698196772793
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1698196772816
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698196772939
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1698196772947
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1698196777518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698196781620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1698196784273
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1698196785225
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1698196787044
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698196788634
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1698196788730
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1698196790091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698196791910
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698196793441
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698196794588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698196794643
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698196795898
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1698196798345
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698196853418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698196865841
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1698196886861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1698196887972
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698196897983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698196929153
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1698196942909
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1698196944825
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698196954442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698196997730
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1698197004040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197026945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197028911
error,log,,,"An internal error has occurred.",1698197028915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197029678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197030877
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197051161
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197055359
error,log,,,"An internal error has occurred.",1698197055361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197056526
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197057922
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197058691
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197058876
error,log,,,"An internal error has occurred.",1698197058878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197059979
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197061023
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197062091
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197062102
error,log,,,"An internal error has occurred.",1698197062106
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197063226
error,log,,,"Unhandled event loop exception",1698197064075
error,log,,,"Error occurred during status handling",1698197064076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197065784
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197066501
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197066514
error,log,,,"An internal error has occurred.",1698197066516
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197067658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1698197069441
error,log,,,"Widget disposed too early for part org.eclipse.mylyn.tasks.ui.views.tasks",1698197070263
error,log,,,"Widget disposed too early for part org.eclipse.ui.views.ContentOutline",1698197070264
error,log,,,"An internal error has occurred.",1698197070751
error,log,,,"An internal error has occurred.",1698197070752
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197070774
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197070904
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197071476
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197071487
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197071606
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197072379
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197072519
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197073293
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197073310
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197073558
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197074016
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197074695
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197074721
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197075288
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197075300
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197075413
error,log,,,"An internal error has occurred.",1698197075635
error,log,,,"An internal error has occurred.",1698197075637
error,log,,,"An internal error has occurred.",1698197075637
error,log,,,"An internal error has occurred.",1698197075637
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197075653
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197076399
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197076426
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197077147
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197077165
error,log,,,"An internal error has occurred.",1698197077255
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197077281
error,log,,,"An internal error has occurred.",1698197078518
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197078650
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197078674
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197079383
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197079394
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197079553
error,log,,,"An internal error has occurred.",1698197080938
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197080969
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197080992
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197081802
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197081813
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197082018
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197082511
error,log,,,"An internal error has occurred.",1698197084121
error,log,,,"An internal error has occurred.",1698197084122
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197084237
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197084261
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197084957
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197084968
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197085097
error,log,,,"An internal error has occurred.",1698197097370
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197097399
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197097584
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197098287
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197098299
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197098428
error,log,,,"An internal error has occurred.",1698197100452
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197100483
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197100620
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197101339
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197101358
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197101397
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197102320
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197102351
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.text"".",1698197103080
